"Energy (eV)"	"Flux (ph/s/0.1%B.W.)"
1.16138e+5	7.61497e+13
1.16271e+5	7.58104e+13
1.16404e+5	7.54726e+13
1.16538e+5	7.51362e+13
1.16671e+5	7.48012e+13
1.16804e+5	7.44677e+13
1.16937e+5	7.41356e+13
1.17071e+5	7.38049e+13
1.17204e+5	7.34757e+13
1.17337e+5	7.31478e+13
1.17471e+5	7.28214e+13
1.17604e+5	7.24964e+13
1.17737e+5	7.21728e+13
1.17871e+5	7.18505e+13
1.18004e+5	7.15297e+13
1.18137e+5	7.12102e+13
1.18271e+5	7.08921e+13
1.18404e+5	7.05753e+13
1.18537e+5	7.02600e+13
1.18671e+5	6.99460e+13
1.18804e+5	6.96333e+13
1.18937e+5	6.93220e+13
1.19071e+5	6.90120e+13
1.19204e+5	6.87033e+13
1.19337e+5	6.83960e+13
1.19471e+5	6.80900e+13
1.19604e+5	6.77854e+13
1.19737e+5	6.74820e+13
1.19871e+5	6.71800e+13
1.20004e+5	6.68792e+13
1.20137e+5	6.65798e+13
1.20271e+5	6.62816e+13
1.20404e+5	6.59848e+13
1.20537e+5	6.56892e+13
1.20671e+5	6.53949e+13
1.20804e+5	6.51018e+13
1.20937e+5	6.48101e+13
1.21071e+5	6.45196e+13
1.21204e+5	6.42303e+13
1.21337e+5	6.39423e+13
1.21471e+5	6.36556e+13
1.21604e+5	6.33701e+13
1.21737e+5	6.30858e+13
1.21871e+5	6.28028e+13
1.22004e+5	6.25209e+13
1.22137e+5	6.22403e+13
1.22271e+5	6.19610e+13
1.22404e+5	6.16828e+13
1.22537e+5	6.14058e+13
1.22671e+5	6.11301e+13
1.22804e+5	6.08555e+13
1.22937e+5	6.05822e+13
1.23071e+5	6.03100e+13
1.23204e+5	6.00390e+13
1.23337e+5	5.97692e+13
1.23470e+5	5.95005e+13
1.23604e+5	5.92330e+13
1.23737e+5	5.89667e+13
1.23870e+5	5.87015e+13
1.24004e+5	5.84375e+13
1.24137e+5	5.81747e+13
1.24270e+5	5.79129e+13
1.24404e+5	5.76524e+13
1.24537e+5	5.73929e+13
1.24670e+5	5.71346e+13
1.24804e+5	5.68774e+13
1.24937e+5	5.66214e+13
1.25070e+5	5.63664e+13
1.25204e+5	5.61126e+13
1.25337e+5	5.58598e+13
1.25470e+5	5.56082e+13
1.25604e+5	5.53577e+13
1.25737e+5	5.51082e+13
1.25870e+5	5.48599e+13
1.26004e+5	5.46126e+13
1.26137e+5	5.43664e+13
1.26270e+5	5.41213e+13
1.26404e+5	5.38773e+13
1.26537e+5	5.36343e+13
1.26670e+5	5.33924e+13
1.26804e+5	5.31515e+13
1.26937e+5	5.29117e+13
1.27070e+5	5.26730e+13
1.27204e+5	5.24352e+13
1.27337e+5	5.21986e+13
1.27470e+5	5.19629e+13
1.27604e+5	5.17283e+13
1.27737e+5	5.14948e+13
1.27870e+5	5.12622e+13
1.28004e+5	5.10307e+13
1.28137e+5	5.08002e+13
1.28270e+5	5.05707e+13
1.28404e+5	5.03421e+13
1.28537e+5	5.01146e+13
1.28670e+5	4.98881e+13
1.28804e+5	4.96626e+13
1.28937e+5	4.94381e+13
1.29070e+5	4.92146e+13
1.29204e+5	4.89920e+13
1.29337e+5	4.87704e+13
1.29470e+5	4.85498e+13
1.29604e+5	4.83302e+13
1.29737e+5	4.81115e+13
1.29870e+5	4.78938e+13
1.30003e+5	4.76771e+13
1.30137e+5	4.74613e+13
1.30270e+5	4.72464e+13
1.30403e+5	4.70325e+13
1.30537e+5	4.68196e+13
1.30670e+5	4.66075e+13
1.30803e+5	4.63964e+13
1.30937e+5	4.61863e+13
1.31070e+5	4.59770e+13
1.31203e+5	4.57687e+13
1.31337e+5	4.55613e+13
1.31470e+5	4.53548e+13
1.31603e+5	4.51492e+13
1.31737e+5	4.49446e+13
1.31870e+5	4.47408e+13
1.32003e+5	4.45379e+13
1.32137e+5	4.43360e+13
1.32270e+5	4.41349e+13
1.32403e+5	4.39347e+13
1.32537e+5	4.37354e+13
1.32670e+5	4.35369e+13
1.32803e+5	4.33394e+13
1.32937e+5	4.31427e+13
1.33070e+5	4.29469e+13
1.33203e+5	4.27519e+13
1.33337e+5	4.25578e+13
1.33470e+5	4.23646e+13
1.33603e+5	4.21722e+13
1.33737e+5	4.19807e+13
1.33870e+5	4.17900e+13
1.34003e+5	4.16001e+13
1.34137e+5	4.14111e+13
1.34270e+5	4.12230e+13
1.34403e+5	4.10356e+13
1.34537e+5	4.08491e+13
1.34670e+5	4.06635e+13
1.34803e+5	4.04786e+13
1.34937e+5	4.02946e+13
1.35070e+5	4.01114e+13
1.35203e+5	3.99289e+13
1.35337e+5	3.97473e+13
1.35470e+5	3.95665e+13
1.35603e+5	3.93866e+13
1.35737e+5	3.92074e+13
1.35870e+5	3.90290e+13
1.36003e+5	3.88513e+13
1.36137e+5	3.86745e+13
1.36270e+5	3.84985e+13
1.36403e+5	3.83232e+13
1.36537e+5	3.81487e+13
1.36670e+5	3.79750e+13
1.36803e+5	3.78021e+13
1.36936e+5	3.76299e+13
1.37070e+5	3.74585e+13
1.37203e+5	3.72879e+13
1.37336e+5	3.71180e+13
1.37470e+5	3.69489e+13
1.37603e+5	3.67805e+13
1.37736e+5	3.66129e+13
1.37870e+5	3.64460e+13
1.38003e+5	3.62799e+13
1.38136e+5	3.61145e+13
1.38270e+5	3.59498e+13
1.38403e+5	3.57859e+13
1.38536e+5	3.56227e+13
1.38670e+5	3.54602e+13
1.38803e+5	3.52984e+13
1.38936e+5	3.51374e+13
1.39070e+5	3.49771e+13
1.39203e+5	3.48175e+13
1.39336e+5	3.46586e+13
1.39470e+5	3.45004e+13
1.39603e+5	3.43429e+13
1.39736e+5	3.41862e+13
1.39870e+5	3.40301e+13
1.40003e+5	3.38747e+13
1.40136e+5	3.37200e+13
1.40270e+5	3.35660e+13
1.40403e+5	3.34127e+13
1.40536e+5	3.32601e+13
1.40670e+5	3.31081e+13
1.40803e+5	3.29569e+13
1.40936e+5	3.28063e+13
1.41070e+5	3.26564e+13
1.41203e+5	3.25071e+13
1.41336e+5	3.23585e+13
1.41470e+5	3.22106e+13
1.41603e+5	3.20633e+13
1.41736e+5	3.19167e+13
1.41870e+5	3.17708e+13
1.42003e+5	3.16255e+13
1.42136e+5	3.14809e+13
1.42270e+5	3.13369e+13
1.42403e+5	3.11935e+13
1.42536e+5	3.10508e+13
1.42670e+5	3.09087e+13
1.42803e+5	3.07673e+13
1.42936e+5	3.06265e+13
1.43070e+5	3.04863e+13
1.43203e+5	3.03468e+13
1.43336e+5	3.02078e+13
1.43469e+5	3.00695e+13
1.43603e+5	2.99319e+13
1.43736e+5	2.97948e+13
1.43869e+5	2.96584e+13
1.44003e+5	2.95225e+13
1.44136e+5	2.93873e+13
1.44269e+5	2.92527e+13
1.44403e+5	2.91186e+13
1.44536e+5	2.89852e+13
1.44669e+5	2.88524e+13
1.44803e+5	2.87202e+13
1.44936e+5	2.85885e+13
1.45069e+5	2.84575e+13
1.45203e+5	2.83270e+13
1.45336e+5	2.81972e+13
1.45469e+5	2.80679e+13
1.45603e+5	2.79392e+13
1.45736e+5	2.78111e+13
1.45869e+5	2.76835e+13
1.46003e+5	2.75565e+13
1.46136e+5	2.74301e+13
1.46269e+5	2.73043e+13
1.46403e+5	2.71790e+13
1.46536e+5	2.70543e+13
1.46669e+5	2.69301e+13
1.46803e+5	2.68065e+13
1.46936e+5	2.66835e+13
1.47069e+5	2.65610e+13
1.47203e+5	2.64391e+13
1.47336e+5	2.63177e+13
1.47469e+5	2.61969e+13
1.47603e+5	2.60766e+13
1.47736e+5	2.59568e+13
1.47869e+5	2.58376e+13
1.48003e+5	2.57189e+13
1.48136e+5	2.56008e+13
1.48269e+5	2.54832e+13
1.48403e+5	2.53661e+13
1.48536e+5	2.52495e+13
1.48669e+5	2.51335e+13
1.48803e+5	2.50180e+13
1.48936e+5	2.49030e+13
1.49069e+5	2.47885e+13
1.49203e+5	2.46746e+13
1.49336e+5	2.45611e+13
1.49469e+5	2.44482e+13
1.49603e+5	2.43358e+13
1.49736e+5	2.42239e+13
1.49869e+5	2.41125e+13
1.50002e+5	2.40015e+13
1.50136e+5	2.38911e+13
1.50269e+5	2.37812e+13
1.50402e+5	2.36718e+13
1.50536e+5	2.35629e+13
1.50669e+5	2.34545e+13
1.50802e+5	2.33465e+13
1.50936e+5	2.32391e+13
1.51069e+5	2.31321e+13
1.51202e+5	2.30256e+13
1.51336e+5	2.29196e+13
1.51469e+5	2.28141e+13
1.51602e+5	2.27091e+13
1.51736e+5	2.26045e+13
1.51869e+5	2.25004e+13
1.52002e+5	2.23968e+13
1.52136e+5	2.22936e+13
1.52269e+5	2.21909e+13
1.52402e+5	2.20887e+13
1.52536e+5	2.19869e+13
1.52669e+5	2.18856e+13
1.52802e+5	2.17848e+13
1.52936e+5	2.16844e+13
1.53069e+5	2.15845e+13
1.53202e+5	2.14850e+13
1.53336e+5	2.13859e+13
1.53469e+5	2.12873e+13
1.53602e+5	2.11892e+13
1.53736e+5	2.10915e+13
1.53869e+5	2.09943e+13
1.54002e+5	2.08974e+13
1.54136e+5	2.08011e+13
1.54269e+5	2.07051e+13
1.54402e+5	2.06096e+13
1.54536e+5	2.05146e+13
1.54669e+5	2.04199e+13
1.54802e+5	2.03257e+13
1.54936e+5	2.02319e+13
1.55069e+5	2.01386e+13
1.55202e+5	2.00456e+13
1.55336e+5	1.99531e+13
1.55469e+5	1.98610e+13
1.55602e+5	1.97693e+13
1.55736e+5	1.96781e+13
1.55869e+5	1.95872e+13
1.56002e+5	1.94968e+13
1.56136e+5	1.94068e+13
1.56269e+5	1.93172e+13
1.56402e+5	1.92279e+13
1.56536e+5	1.91391e+13
1.56669e+5	1.90507e+13
1.56802e+5	1.89627e+13
1.56935e+5	1.88751e+13
1.57069e+5	1.87879e+13
1.57202e+5	1.87011e+13
1.57335e+5	1.86147e+13
1.57469e+5	1.85287e+13
1.57602e+5	1.84431e+13
1.57735e+5	1.83578e+13
1.57869e+5	1.82730e+13
1.58002e+5	1.81885e+13
1.58135e+5	1.81044e+13
1.58269e+5	1.80207e+13
1.58402e+5	1.79374e+13
1.58535e+5	1.78545e+13
1.58669e+5	1.77719e+13
1.58802e+5	1.76897e+13
1.58935e+5	1.76079e+13
1.59069e+5	1.75264e+13
1.59202e+5	1.74454e+13
1.59335e+5	1.73647e+13
1.59469e+5	1.72843e+13
1.59602e+5	1.72044e+13
1.59735e+5	1.71247e+13
1.59869e+5	1.70455e+13
1.60002e+5	1.69666e+13
1.60135e+5	1.68881e+13
1.60269e+5	1.68099e+13
1.60402e+5	1.67321e+13
1.60535e+5	1.66547e+13
1.60669e+5	1.65776e+13
1.60802e+5	1.65008e+13
1.60935e+5	1.64244e+13
1.61069e+5	1.63483e+13
1.61202e+5	1.62726e+13
1.61335e+5	1.61973e+13
1.61469e+5	1.61223e+13
1.61602e+5	1.60476e+13
1.61735e+5	1.59732e+13
1.61869e+5	1.58992e+13
1.62002e+5	1.58256e+13
1.62135e+5	1.57523e+13
1.62269e+5	1.56793e+13
1.62402e+5	1.56066e+13
1.62535e+5	1.55343e+13
1.62669e+5	1.54623e+13
1.62802e+5	1.53906e+13
1.62935e+5	1.53193e+13
1.63069e+5	1.52483e+13
1.63202e+5	1.51776e+13
1.63335e+5	1.51072e+13
1.63468e+5	1.50372e+13
1.63602e+5	1.49674e+13
1.63735e+5	1.48980e+13
1.63868e+5	1.48289e+13
1.64002e+5	1.47602e+13
1.64135e+5	1.46917e+13
1.64268e+5	1.46236e+13
1.64402e+5	1.45557e+13
1.64535e+5	1.44882e+13
1.64668e+5	1.44210e+13
1.64802e+5	1.43541e+13
1.64935e+5	1.42875e+13
1.65068e+5	1.42212e+13
1.65202e+5	1.41552e+13
1.65335e+5	1.40895e+13
1.65468e+5	1.40241e+13
1.65602e+5	1.39590e+13
1.65735e+5	1.38942e+13
1.65868e+5	1.38297e+13
1.66002e+5	1.37655e+13
1.66135e+5	1.37015e+13
1.66268e+5	1.36379e+13
1.66402e+5	1.35746e+13
1.66535e+5	1.35115e+13
1.66668e+5	1.34488e+13
1.66802e+5	1.33863e+13
1.66935e+5	1.33242e+13
1.67068e+5	1.32623e+13
1.67202e+5	1.32006e+13
1.67335e+5	1.31393e+13
1.67468e+5	1.30783e+13
1.67602e+5	1.30175e+13
1.67735e+5	1.29570e+13
1.67868e+5	1.28968e+13
1.68002e+5	1.28369e+13
1.68135e+5	1.27772e+13
1.68268e+5	1.27178e+13
1.68402e+5	1.26587e+13
1.68535e+5	1.25998e+13
1.68668e+5	1.25413e+13
1.68802e+5	1.24830e+13
1.68935e+5	1.24249e+13
1.69068e+5	1.23672e+13
1.69202e+5	1.23096e+13
1.69335e+5	1.22524e+13
1.69468e+5	1.21954e+13
1.69602e+5	1.21387e+13
1.69735e+5	1.20822e+13
1.69868e+5	1.20260e+13
1.70001e+5	1.19701e+13
1.70135e+5	1.19144e+13
1.70268e+5	1.18590e+13
1.70401e+5	1.18038e+13
1.70535e+5	1.17489e+13
1.70668e+5	1.16942e+13
1.70801e+5	1.16398e+13
1.70935e+5	1.15856e+13
1.71068e+5	1.15317e+13
1.71201e+5	1.14780e+13
1.71335e+5	1.14246e+13
1.71468e+5	1.13714e+13
1.71601e+5	1.13184e+13
1.71735e+5	1.12657e+13
1.71868e+5	1.12133e+13
1.72001e+5	1.11611e+13
1.72135e+5	1.11091e+13
1.72268e+5	1.10574e+13
1.72401e+5	1.10059e+13
1.72535e+5	1.09546e+13
1.72668e+5	1.09036e+13
1.72801e+5	1.08528e+13
1.72935e+5	1.08022e+13
1.73068e+5	1.07519e+13
1.73201e+5	1.07018e+13
1.73335e+5	1.06520e+13
1.73468e+5	1.06023e+13
1.73601e+5	1.05529e+13
1.73735e+5	1.05038e+13
1.73868e+5	1.04548e+13
1.74001e+5	1.04061e+13
1.74135e+5	1.03576e+13
1.74268e+5	1.03093e+13
1.74401e+5	1.02612e+13
1.74535e+5	1.02134e+13
1.74668e+5	1.01658e+13
1.74801e+5	1.01184e+13
1.74935e+5	1.00712e+13
1.75068e+5	1.00243e+13
1.75201e+5	9.97751e+12
1.75335e+5	9.93098e+12
1.75468e+5	9.88466e+12
1.75601e+5	9.83856e+12
1.75735e+5	9.79267e+12
1.75868e+5	9.74699e+12
1.76001e+5	9.70153e+12
1.76135e+5	9.65627e+12
1.76268e+5	9.61122e+12
1.76401e+5	9.56638e+12
1.76535e+5	9.52174e+12
1.76668e+5	9.47731e+12
1.76801e+5	9.43308e+12
1.76934e+5	9.38906e+12
1.77068e+5	9.34524e+12
1.77201e+5	9.30163e+12
1.77334e+5	9.25821e+12
1.77468e+5	9.21500e+12
1.77601e+5	9.17198e+12
1.77734e+5	9.12916e+12
1.77868e+5	9.08654e+12
1.78001e+5	9.04412e+12
1.78134e+5	9.00189e+12
1.78268e+5	8.95986e+12
1.78401e+5	8.91802e+12
1.78534e+5	8.87638e+12
1.78668e+5	8.83492e+12
1.78801e+5	8.79366e+12
1.78934e+5	8.75259e+12
1.79068e+5	8.71170e+12
1.79201e+5	8.67101e+12
1.79334e+5	8.63050e+12
1.79468e+5	8.59018e+12
1.79601e+5	8.55005e+12
1.79734e+5	8.51010e+12
1.79868e+5	8.47034e+12
1.80001e+5	8.43076e+12
1.80134e+5	8.39136e+12
1.80268e+5	8.35215e+12
1.80401e+5	8.31311e+12
1.80534e+5	8.27426e+12
1.80668e+5	8.23559e+12
1.80801e+5	8.19709e+12
1.80934e+5	8.15877e+12
1.81068e+5	8.12063e+12
1.81201e+5	8.08267e+12
1.81334e+5	8.04488e+12
1.81468e+5	8.00726e+12
1.81601e+5	7.96982e+12
1.81734e+5	7.93256e+12
1.81868e+5	7.89546e+12
1.82001e+5	7.85854e+12
1.82134e+5	7.82179e+12
1.82268e+5	7.78520e+12
1.82401e+5	7.74879e+12
1.82534e+5	7.71254e+12
1.82668e+5	7.67647e+12
1.82801e+5	7.64055e+12
1.82934e+5	7.60481e+12
1.83068e+5	7.56923e+12
1.83201e+5	7.53382e+12
1.83334e+5	7.49856e+12
1.83467e+5	7.46348e+12
1.83601e+5	7.42855e+12
1.83734e+5	7.39379e+12
1.83867e+5	7.35918e+12
1.84001e+5	7.32474e+12
1.84134e+5	7.29046e+12
1.84267e+5	7.25633e+12
1.84401e+5	7.22236e+12
1.84534e+5	7.18856e+12
1.84667e+5	7.15490e+12
1.84801e+5	7.12140e+12
1.84934e+5	7.08806e+12
1.85067e+5	7.05487e+12
1.85201e+5	7.02184e+12
1.85334e+5	6.98896e+12
1.85467e+5	6.95623e+12
1.85601e+5	6.92365e+12
1.85734e+5	6.89123e+12
1.85867e+5	6.85895e+12
1.86001e+5	6.82682e+12
1.86134e+5	6.79485e+12
1.86267e+5	6.76302e+12
1.86401e+5	6.73134e+12
1.86534e+5	6.69980e+12
1.86667e+5	6.66841e+12
1.86801e+5	6.63717e+12
1.86934e+5	6.60607e+12
1.87067e+5	6.57511e+12
1.87201e+5	6.54430e+12
1.87334e+5	6.51363e+12
1.87467e+5	6.48311e+12
1.87601e+5	6.45272e+12
1.87734e+5	6.42248e+12
1.87867e+5	6.39238e+12
1.88001e+5	6.36241e+12
1.88134e+5	6.33259e+12
1.88267e+5	6.30290e+12
1.88401e+5	6.27335e+12
1.88534e+5	6.24394e+12
1.88667e+5	6.21467e+12
1.88801e+5	6.18553e+12
1.88934e+5	6.15652e+12
1.89067e+5	6.12766e+12
1.89201e+5	6.09892e+12
1.89334e+5	6.07032e+12
1.89467e+5	6.04185e+12
1.89601e+5	6.01351e+12
1.89734e+5	5.98531e+12
1.89867e+5	5.95723e+12
1.90000e+5	5.92929e+12
1.90134e+5	5.90147e+12
1.90267e+5	5.87379e+12
1.90400e+5	5.84623e+12
1.90534e+5	5.81880e+12
1.90667e+5	5.79150e+12
1.90800e+5	5.76432e+12
1.90934e+5	5.73728e+12
1.91067e+5	5.71035e+12
1.91200e+5	5.68356e+12
1.91334e+5	5.65688e+12
1.91467e+5	5.63033e+12
1.91600e+5	5.60391e+12
1.91734e+5	5.57760e+12
1.91867e+5	5.55142e+12
1.92000e+5	5.52536e+12
1.92134e+5	5.49942e+12
1.92267e+5	5.47361e+12
1.92400e+5	5.44791e+12
1.92534e+5	5.42233e+12
1.92667e+5	5.39687e+12
1.92800e+5	5.37153e+12
1.92934e+5	5.34631e+12
1.93067e+5	5.32120e+12
1.93200e+5	5.29621e+12
1.93334e+5	5.27134e+12
1.93467e+5	5.24658e+12
1.93600e+5	5.22194e+12
1.93734e+5	5.19741e+12
1.93867e+5	5.17300e+12
1.94000e+5	5.14870e+12
1.94134e+5	5.12451e+12
1.94267e+5	5.10044e+12
1.94400e+5	5.07648e+12
1.94534e+5	5.05263e+12
1.94667e+5	5.02889e+12
1.94800e+5	5.00526e+12
1.94934e+5	4.98174e+12
1.95067e+5	4.95833e+12
1.95200e+5	4.93503e+12
1.95334e+5	4.91184e+12
1.95467e+5	4.88875e+12
1.95600e+5	4.86577e+12
1.95734e+5	4.84290e+12
1.95867e+5	4.82014e+12
1.96000e+5	4.79748e+12
1.96134e+5	4.77493e+12
1.96267e+5	4.75249e+12
1.96400e+5	4.73014e+12
1.96534e+5	4.70790e+12
1.96667e+5	4.68577e+12
1.96800e+5	4.66374e+12
1.96933e+5	4.64181e+12
1.97067e+5	4.61998e+12
1.97200e+5	4.59826e+12
1.97333e+5	4.57663e+12
1.97467e+5	4.55511e+12
1.97600e+5	4.53369e+12
1.97733e+5	4.51236e+12
1.97867e+5	4.49114e+12
1.98000e+5	4.47001e+12
1.98133e+5	4.44899e+12
1.98267e+5	4.42806e+12
1.98400e+5	4.40723e+12
1.98533e+5	4.38649e+12
1.98667e+5	4.36586e+12
1.98800e+5	4.34532e+12
1.98933e+5	4.32487e+12
1.99067e+5	4.30452e+12
1.99200e+5	4.28427e+12
1.99333e+5	4.26411e+12
1.99467e+5	4.24404e+12
1.99600e+5	4.22407e+12
1.99733e+5	4.20419e+12
1.99867e+5	4.18440e+12
2.00000e+5	4.16471e+12
