"Energy (eV)"	"Flux (ph/s/0.1%B.W.)"
7.65395e+4	2.73250e+14
7.66728e+4	2.72139e+14
7.68062e+4	2.71032e+14
7.69395e+4	2.69928e+14
7.70728e+4	2.68829e+14
7.72061e+4	2.67733e+14
7.73395e+4	2.66642e+14
7.74728e+4	2.65554e+14
7.76061e+4	2.64470e+14
7.77394e+4	2.63390e+14
7.78728e+4	2.62314e+14
7.80061e+4	2.61242e+14
7.81394e+4	2.60173e+14
7.82728e+4	2.59109e+14
7.84061e+4	2.58048e+14
7.85394e+4	2.56991e+14
7.86727e+4	2.55938e+14
7.88061e+4	2.54889e+14
7.89394e+4	2.53843e+14
7.90727e+4	2.52801e+14
7.92060e+4	2.51763e+14
7.93394e+4	2.50729e+14
7.94727e+4	2.49699e+14
7.96060e+4	2.48672e+14
7.97393e+4	2.47649e+14
7.98727e+4	2.46630e+14
8.00060e+4	2.45614e+14
8.01393e+4	2.44603e+14
8.02727e+4	2.43594e+14
8.04060e+4	2.42590e+14
8.05393e+4	2.41589e+14
8.06726e+4	2.40592e+14
8.08060e+4	2.39599e+14
8.09393e+4	2.38609e+14
8.10726e+4	2.37623e+14
8.12059e+4	2.36641e+14
8.13393e+4	2.35662e+14
8.14726e+4	2.34686e+14
8.16059e+4	2.33715e+14
8.17392e+4	2.32747e+14
8.18726e+4	2.31782e+14
8.20059e+4	2.30821e+14
8.21392e+4	2.29864e+14
8.22726e+4	2.28910e+14
8.24059e+4	2.27960e+14
8.25392e+4	2.27013e+14
8.26725e+4	2.26070e+14
8.28059e+4	2.25131e+14
8.29392e+4	2.24194e+14
8.30725e+4	2.23262e+14
8.32058e+4	2.22333e+14
8.33392e+4	2.21407e+14
8.34725e+4	2.20485e+14
8.36058e+4	2.19566e+14
8.37391e+4	2.18651e+14
8.38725e+4	2.17739e+14
8.40058e+4	2.16830e+14
8.41391e+4	2.15925e+14
8.42725e+4	2.15024e+14
8.44058e+4	2.14125e+14
8.45391e+4	2.13230e+14
8.46724e+4	2.12339e+14
8.48058e+4	2.11451e+14
8.49391e+4	2.10566e+14
8.50724e+4	2.09685e+14
8.52057e+4	2.08807e+14
8.53391e+4	2.07932e+14
8.54724e+4	2.07061e+14
8.56057e+4	2.06192e+14
8.57390e+4	2.05328e+14
8.58724e+4	2.04466e+14
8.60057e+4	2.03608e+14
8.61390e+4	2.02753e+14
8.62724e+4	2.01901e+14
8.64057e+4	2.01053e+14
8.65390e+4	2.00208e+14
8.66723e+4	1.99366e+14
8.68057e+4	1.98527e+14
8.69390e+4	1.97691e+14
8.70723e+4	1.96859e+14
8.72056e+4	1.96030e+14
8.73390e+4	1.95204e+14
8.74723e+4	1.94381e+14
8.76056e+4	1.93562e+14
8.77389e+4	1.92745e+14
8.78723e+4	1.91932e+14
8.80056e+4	1.91122e+14
8.81389e+4	1.90315e+14
8.82723e+4	1.89511e+14
8.84056e+4	1.88710e+14
8.85389e+4	1.87912e+14
8.86722e+4	1.87118e+14
8.88056e+4	1.86326e+14
8.89389e+4	1.85537e+14
8.90722e+4	1.84752e+14
8.92055e+4	1.83970e+14
8.93389e+4	1.83190e+14
8.94722e+4	1.82414e+14
8.96055e+4	1.81641e+14
8.97388e+4	1.80870e+14
8.98722e+4	1.80103e+14
9.00055e+4	1.79339e+14
9.01388e+4	1.78577e+14
9.02722e+4	1.77819e+14
9.04055e+4	1.77064e+14
9.05388e+4	1.76311e+14
9.06721e+4	1.75562e+14
9.08055e+4	1.74815e+14
9.09388e+4	1.74072e+14
9.10721e+4	1.73331e+14
9.12054e+4	1.72593e+14
9.13388e+4	1.71858e+14
9.14721e+4	1.71126e+14
9.16054e+4	1.70397e+14
9.17387e+4	1.69671e+14
9.18721e+4	1.68947e+14
9.20054e+4	1.68227e+14
9.21387e+4	1.67509e+14
9.22721e+4	1.66794e+14
9.24054e+4	1.66082e+14
9.25387e+4	1.65373e+14
9.26720e+4	1.64666e+14
9.28054e+4	1.63963e+14
9.29387e+4	1.63262e+14
9.30720e+4	1.62564e+14
9.32053e+4	1.61868e+14
9.33387e+4	1.61176e+14
9.34720e+4	1.60486e+14
9.36053e+4	1.59799e+14
9.37386e+4	1.59114e+14
9.38720e+4	1.58433e+14
9.40053e+4	1.57754e+14
9.41386e+4	1.57077e+14
9.42720e+4	1.56404e+14
9.44053e+4	1.55733e+14
9.45386e+4	1.55065e+14
9.46719e+4	1.54399e+14
9.48053e+4	1.53736e+14
9.49386e+4	1.53076e+14
9.50719e+4	1.52419e+14
9.52052e+4	1.51764e+14
9.53386e+4	1.51111e+14
9.54719e+4	1.50462e+14
9.56052e+4	1.49815e+14
9.57385e+4	1.49170e+14
9.58719e+4	1.48528e+14
9.60052e+4	1.47889e+14
9.61385e+4	1.47252e+14
9.62719e+4	1.46618e+14
9.64052e+4	1.45986e+14
9.65385e+4	1.45357e+14
9.66718e+4	1.44730e+14
9.68052e+4	1.44106e+14
9.69385e+4	1.43485e+14
9.70718e+4	1.42865e+14
9.72051e+4	1.42249e+14
9.73385e+4	1.41635e+14
9.74718e+4	1.41023e+14
9.76051e+4	1.40414e+14
9.77384e+4	1.39807e+14
9.78718e+4	1.39203e+14
9.80051e+4	1.38601e+14
9.81384e+4	1.38002e+14
9.82718e+4	1.37405e+14
9.84051e+4	1.36811e+14
9.85384e+4	1.36219e+14
9.86717e+4	1.35629e+14
9.88051e+4	1.35042e+14
9.89384e+4	1.34457e+14
9.90717e+4	1.33874e+14
9.92050e+4	1.33294e+14
9.93384e+4	1.32716e+14
9.94717e+4	1.32141e+14
9.96050e+4	1.31568e+14
9.97383e+4	1.30997e+14
9.98717e+4	1.30429e+14
1.00005e+5	1.29862e+14
1.00138e+5	1.29299e+14
1.00272e+5	1.28737e+14
1.00405e+5	1.28178e+14
1.00538e+5	1.27621e+14
1.00672e+5	1.27066e+14
1.00805e+5	1.26514e+14
1.00938e+5	1.25964e+14
1.01072e+5	1.25416e+14
1.01205e+5	1.24870e+14
1.01338e+5	1.24327e+14
1.01472e+5	1.23786e+14
1.01605e+5	1.23247e+14
1.01738e+5	1.22710e+14
1.01872e+5	1.22176e+14
1.02005e+5	1.21643e+14
1.02138e+5	1.21113e+14
1.02272e+5	1.20585e+14
1.02405e+5	1.20059e+14
1.02538e+5	1.19536e+14
1.02672e+5	1.19014e+14
1.02805e+5	1.18495e+14
1.02938e+5	1.17978e+14
1.03072e+5	1.17463e+14
1.03205e+5	1.16950e+14
1.03338e+5	1.16439e+14
1.03471e+5	1.15930e+14
1.03605e+5	1.15424e+14
1.03738e+5	1.14919e+14
1.03871e+5	1.14417e+14
1.04005e+5	1.13916e+14
1.04138e+5	1.13418e+14
1.04271e+5	1.12922e+14
1.04405e+5	1.12428e+14
1.04538e+5	1.11936e+14
1.04671e+5	1.11446e+14
1.04805e+5	1.10958e+14
1.04938e+5	1.10472e+14
1.05071e+5	1.09988e+14
1.05205e+5	1.09506e+14
1.05338e+5	1.09026e+14
1.05471e+5	1.08548e+14
1.05605e+5	1.08072e+14
1.05738e+5	1.07598e+14
1.05871e+5	1.07126e+14
1.06005e+5	1.06656e+14
1.06138e+5	1.06188e+14
1.06271e+5	1.05721e+14
1.06405e+5	1.05257e+14
1.06538e+5	1.04795e+14
1.06671e+5	1.04335e+14
1.06805e+5	1.03876e+14
1.06938e+5	1.03420e+14
1.07071e+5	1.02965e+14
1.07205e+5	1.02512e+14
1.07338e+5	1.02061e+14
1.07471e+5	1.01612e+14
1.07605e+5	1.01165e+14
1.07738e+5	1.00720e+14
1.07871e+5	1.00277e+14
1.08005e+5	9.98355e+13
1.08138e+5	9.93958e+13
1.08271e+5	9.89581e+13
1.08405e+5	9.85221e+13
1.08538e+5	9.80880e+13
1.08671e+5	9.76557e+13
1.08805e+5	9.72253e+13
1.08938e+5	9.67966e+13
1.09071e+5	9.63697e+13
1.09205e+5	9.59447e+13
1.09338e+5	9.55214e+13
1.09471e+5	9.50999e+13
1.09605e+5	9.46802e+13
1.09738e+5	9.42622e+13
1.09871e+5	9.38460e+13
1.10004e+5	9.34316e+13
1.10138e+5	9.30189e+13
1.10271e+5	9.26079e+13
1.10404e+5	9.21987e+13
1.10538e+5	9.17912e+13
1.10671e+5	9.13854e+13
1.10804e+5	9.09813e+13
1.10938e+5	9.05790e+13
1.11071e+5	9.01783e+13
1.11204e+5	8.97793e+13
1.11338e+5	8.93821e+13
1.11471e+5	8.89865e+13
1.11604e+5	8.85925e+13
1.11738e+5	8.82003e+13
1.11871e+5	8.78097e+13
1.12004e+5	8.74207e+13
1.12138e+5	8.70334e+13
1.12271e+5	8.66478e+13
1.12404e+5	8.62638e+13
1.12538e+5	8.58814e+13
1.12671e+5	8.55006e+13
1.12804e+5	8.51214e+13
1.12938e+5	8.47439e+13
1.13071e+5	8.43680e+13
1.13204e+5	8.39936e+13
1.13338e+5	8.36209e+13
1.13471e+5	8.32497e+13
1.13604e+5	8.28801e+13
1.13738e+5	8.25121e+13
1.13871e+5	8.21456e+13
1.14004e+5	8.17808e+13
1.14138e+5	8.14174e+13
1.14271e+5	8.10556e+13
1.14404e+5	8.06954e+13
1.14538e+5	8.03367e+13
1.14671e+5	7.99795e+13
1.14804e+5	7.96238e+13
1.14938e+5	7.92697e+13
1.15071e+5	7.89170e+13
1.15204e+5	7.85659e+13
1.15338e+5	7.82163e+13
1.15471e+5	7.78682e+13
1.15604e+5	7.75215e+13
1.15738e+5	7.71764e+13
1.15871e+5	7.68327e+13
1.16004e+5	7.64904e+13
