"Energy (eV)"	"Flux (ph/s/0.1%B.W.)"
1.15071e+5	1.02264e+13
1.15204e+5	1.01460e+13
1.15338e+5	1.00661e+13
1.15471e+5	9.98687e+12
1.15604e+5	9.90825e+12
1.15738e+5	9.83024e+12
1.15871e+5	9.75284e+12
1.16004e+5	9.67605e+12
1.16138e+5	9.59985e+12
1.16271e+5	9.52424e+12
1.16404e+5	9.44923e+12
1.16538e+5	9.37479e+12
1.16671e+5	9.30094e+12
1.16804e+5	9.22767e+12
1.16937e+5	9.15496e+12
1.17071e+5	9.08282e+12
1.17204e+5	9.01124e+12
1.17337e+5	8.94022e+12
1.17471e+5	8.86976e+12
1.17604e+5	8.79984e+12
1.17737e+5	8.73047e+12
1.17871e+5	8.66164e+12
1.18004e+5	8.59335e+12
1.18137e+5	8.52559e+12
1.18271e+5	8.45835e+12
1.18404e+5	8.39165e+12
1.18537e+5	8.32546e+12
1.18671e+5	8.25979e+12
1.18804e+5	8.19463e+12
1.18937e+5	8.12998e+12
1.19071e+5	8.06584e+12
1.19204e+5	8.00219e+12
1.19337e+5	7.93905e+12
1.19471e+5	7.87639e+12
1.19604e+5	7.81423e+12
1.19737e+5	7.75255e+12
1.19871e+5	7.69135e+12
1.20004e+5	7.63063e+12
1.20137e+5	7.57039e+12
1.20271e+5	7.51061e+12
1.20404e+5	7.45131e+12
1.20537e+5	7.39246e+12
1.20671e+5	7.33408e+12
1.20804e+5	7.27615e+12
1.20937e+5	7.21868e+12
1.21071e+5	7.16166e+12
1.21204e+5	7.10508e+12
1.21337e+5	7.04894e+12
1.21471e+5	6.99325e+12
1.21604e+5	6.93798e+12
1.21737e+5	6.88316e+12
1.21871e+5	6.82876e+12
1.22004e+5	6.77478e+12
1.22137e+5	6.72123e+12
1.22271e+5	6.66810e+12
1.22404e+5	6.61538e+12
1.22537e+5	6.56308e+12
1.22671e+5	6.51118e+12
1.22804e+5	6.45969e+12
1.22937e+5	6.40861e+12
1.23071e+5	6.35793e+12
1.23204e+5	6.30764e+12
1.23337e+5	6.25774e+12
1.23470e+5	6.20824e+12
1.23604e+5	6.15913e+12
1.23737e+5	6.11040e+12
1.23870e+5	6.06205e+12
1.24004e+5	6.01408e+12
1.24137e+5	5.96649e+12
1.24270e+5	5.91927e+12
1.24404e+5	5.87242e+12
1.24537e+5	5.82593e+12
1.24670e+5	5.77982e+12
1.24804e+5	5.73406e+12
1.24937e+5	5.68866e+12
1.25070e+5	5.64362e+12
1.25204e+5	5.59893e+12
1.25337e+5	5.55460e+12
1.25470e+5	5.51061e+12
1.25604e+5	5.46696e+12
1.25737e+5	5.42366e+12
1.25870e+5	5.38070e+12
1.26004e+5	5.33807e+12
1.26137e+5	5.29578e+12
1.26270e+5	5.25383e+12
1.26404e+5	5.21220e+12
1.26537e+5	5.17090e+12
1.26670e+5	5.12992e+12
1.26804e+5	5.08926e+12
1.26937e+5	5.04893e+12
1.27070e+5	5.00891e+12
1.27204e+5	4.96920e+12
1.27337e+5	4.92981e+12
1.27470e+5	4.89073e+12
1.27604e+5	4.85195e+12
1.27737e+5	4.81348e+12
1.27870e+5	4.77531e+12
1.28004e+5	4.73744e+12
1.28137e+5	4.69987e+12
1.28270e+5	4.66260e+12
1.28404e+5	4.62561e+12
1.28537e+5	4.58892e+12
1.28670e+5	4.55252e+12
1.28804e+5	4.51640e+12
1.28937e+5	4.48057e+12
1.29070e+5	4.44502e+12
1.29204e+5	4.40975e+12
1.29337e+5	4.37475e+12
1.29470e+5	4.34003e+12
1.29604e+5	4.30559e+12
1.29737e+5	4.27142e+12
1.29870e+5	4.23751e+12
1.30003e+5	4.20387e+12
1.30137e+5	4.17050e+12
1.30270e+5	4.13739e+12
1.30403e+5	4.10454e+12
1.30537e+5	4.07195e+12
1.30670e+5	4.03961e+12
1.30803e+5	4.00753e+12
1.30937e+5	3.97570e+12
1.31070e+5	3.94413e+12
1.31203e+5	3.91280e+12
1.31337e+5	3.88172e+12
1.31470e+5	3.85088e+12
1.31603e+5	3.82029e+12
1.31737e+5	3.78994e+12
1.31870e+5	3.75983e+12
1.32003e+5	3.72995e+12
1.32137e+5	3.70031e+12
1.32270e+5	3.67090e+12
1.32403e+5	3.64173e+12
1.32537e+5	3.61279e+12
1.32670e+5	3.58407e+12
1.32803e+5	3.55558e+12
1.32937e+5	3.52731e+12
1.33070e+5	3.49927e+12
1.33203e+5	3.47145e+12
1.33337e+5	3.44385e+12
1.33470e+5	3.41647e+12
1.33603e+5	3.38930e+12
1.33737e+5	3.36235e+12
1.33870e+5	3.33561e+12
1.34003e+5	3.30908e+12
1.34137e+5	3.28276e+12
1.34270e+5	3.25664e+12
1.34403e+5	3.23074e+12
1.34537e+5	3.20504e+12
1.34670e+5	3.17954e+12
1.34803e+5	3.15424e+12
1.34937e+5	3.12914e+12
1.35070e+5	3.10424e+12
1.35203e+5	3.07954e+12
1.35337e+5	3.05503e+12
1.35470e+5	3.03072e+12
1.35603e+5	3.00660e+12
1.35737e+5	2.98266e+12
1.35870e+5	2.95892e+12
1.36003e+5	2.93537e+12
1.36137e+5	2.91200e+12
1.36270e+5	2.88882e+12
1.36403e+5	2.86581e+12
1.36537e+5	2.84300e+12
1.36670e+5	2.82036e+12
1.36803e+5	2.79790e+12
1.36936e+5	2.77562e+12
1.37070e+5	2.75351e+12
1.37203e+5	2.73158e+12
1.37336e+5	2.70982e+12
1.37470e+5	2.68823e+12
1.37603e+5	2.66682e+12
1.37736e+5	2.64557e+12
1.37870e+5	2.62450e+12
1.38003e+5	2.60359e+12
1.38136e+5	2.58284e+12
1.38270e+5	2.56226e+12
1.38403e+5	2.54184e+12
1.38536e+5	2.52158e+12
1.38670e+5	2.50149e+12
1.38803e+5	2.48155e+12
1.38936e+5	2.46177e+12
1.39070e+5	2.44215e+12
1.39203e+5	2.42268e+12
1.39336e+5	2.40337e+12
1.39470e+5	2.38421e+12
1.39603e+5	2.36520e+12
1.39736e+5	2.34634e+12
1.39870e+5	2.32763e+12
1.40003e+5	2.30907e+12
1.40136e+5	2.29065e+12
1.40270e+5	2.27239e+12
1.40403e+5	2.25426e+12
1.40536e+5	2.23628e+12
1.40670e+5	2.21845e+12
1.40803e+5	2.20075e+12
1.40936e+5	2.18319e+12
1.41070e+5	2.16578e+12
1.41203e+5	2.14850e+12
1.41336e+5	2.13136e+12
1.41470e+5	2.11435e+12
1.41603e+5	2.09748e+12
1.41736e+5	2.08074e+12
1.41870e+5	2.06414e+12
1.42003e+5	2.04766e+12
1.42136e+5	2.03132e+12
1.42270e+5	2.01511e+12
1.42403e+5	1.99902e+12
1.42536e+5	1.98307e+12
1.42670e+5	1.96724e+12
1.42803e+5	1.95153e+12
1.42936e+5	1.93595e+12
1.43070e+5	1.92050e+12
1.43203e+5	1.90516e+12
1.43336e+5	1.88995e+12
1.43469e+5	1.87486e+12
1.43603e+5	1.85989e+12
1.43736e+5	1.84503e+12
1.43869e+5	1.83030e+12
1.44003e+5	1.81568e+12
1.44136e+5	1.80118e+12
1.44269e+5	1.78679e+12
1.44403e+5	1.77252e+12
1.44536e+5	1.75836e+12
1.44669e+5	1.74431e+12
1.44803e+5	1.73038e+12
1.44936e+5	1.71655e+12
1.45069e+5	1.70283e+12
1.45203e+5	1.68923e+12
1.45336e+5	1.67573e+12
1.45469e+5	1.66234e+12
1.45603e+5	1.64905e+12
1.45736e+5	1.63587e+12
1.45869e+5	1.62280e+12
1.46003e+5	1.60983e+12
1.46136e+5	1.59696e+12
1.46269e+5	1.58420e+12
1.46403e+5	1.57153e+12
1.46536e+5	1.55897e+12
1.46669e+5	1.54651e+12
1.46803e+5	1.53414e+12
1.46936e+5	1.52187e+12
1.47069e+5	1.50971e+12
1.47203e+5	1.49763e+12
1.47336e+5	1.48566e+12
1.47469e+5	1.47378e+12
1.47603e+5	1.46199e+12
1.47736e+5	1.45030e+12
1.47869e+5	1.43870e+12
1.48003e+5	1.42719e+12
1.48136e+5	1.41577e+12
1.48269e+5	1.40445e+12
1.48403e+5	1.39321e+12
1.48536e+5	1.38207e+12
1.48669e+5	1.37101e+12
1.48803e+5	1.36004e+12
1.48936e+5	1.34916e+12
1.49069e+5	1.33836e+12
1.49203e+5	1.32765e+12
1.49336e+5	1.31703e+12
1.49469e+5	1.30649e+12
1.49603e+5	1.29603e+12
1.49736e+5	1.28566e+12
1.49869e+5	1.27537e+12
1.50002e+5	1.26516e+12
1.50136e+5	1.25504e+12
1.50269e+5	1.24499e+12
1.50402e+5	1.23502e+12
1.50536e+5	1.22514e+12
1.50669e+5	1.21533e+12
1.50802e+5	1.20560e+12
1.50936e+5	1.19594e+12
1.51069e+5	1.18637e+12
1.51202e+5	1.17687e+12
1.51336e+5	1.16744e+12
1.51469e+5	1.15809e+12
1.51602e+5	1.14882e+12
1.51736e+5	1.13962e+12
1.51869e+5	1.13049e+12
1.52002e+5	1.12144e+12
1.52136e+5	1.11245e+12
1.52269e+5	1.10354e+12
1.52402e+5	1.09470e+12
1.52536e+5	1.08593e+12
1.52669e+5	1.07723e+12
1.52802e+5	1.06860e+12
1.52936e+5	1.06004e+12
1.53069e+5	1.05155e+12
1.53202e+5	1.04312e+12
1.53336e+5	1.03476e+12
1.53469e+5	1.02647e+12
1.53602e+5	1.01825e+12
1.53736e+5	1.01009e+12
1.53869e+5	1.00199e+12
1.54002e+5	9.93960e+11
1.54136e+5	9.85993e+11
1.54269e+5	9.78090e+11
1.54402e+5	9.70249e+11
1.54536e+5	9.62472e+11
1.54669e+5	9.54756e+11
1.54802e+5	9.47102e+11
1.54936e+5	9.39509e+11
1.55069e+5	9.31976e+11
1.55202e+5	9.24504e+11
1.55336e+5	9.17091e+11
1.55469e+5	9.09737e+11
1.55602e+5	9.02442e+11
1.55736e+5	8.95205e+11
1.55869e+5	8.88026e+11
1.56002e+5	8.80904e+11
1.56136e+5	8.73839e+11
1.56269e+5	8.66831e+11
1.56402e+5	8.59878e+11
1.56536e+5	8.52981e+11
1.56669e+5	8.46139e+11
1.56802e+5	8.39351e+11
1.56935e+5	8.32618e+11
1.57069e+5	8.25938e+11
1.57202e+5	8.19312e+11
1.57335e+5	8.12738e+11
1.57469e+5	8.06217e+11
1.57602e+5	7.99748e+11
1.57735e+5	7.93331e+11
1.57869e+5	7.86965e+11
1.58002e+5	7.80650e+11
1.58135e+5	7.74385e+11
1.58269e+5	7.68170e+11
1.58402e+5	7.62005e+11
1.58535e+5	7.55889e+11
1.58669e+5	7.49822e+11
1.58802e+5	7.43804e+11
1.58935e+5	7.37833e+11
1.59069e+5	7.31910e+11
1.59202e+5	7.26035e+11
1.59335e+5	7.20206e+11
1.59469e+5	7.14424e+11
1.59602e+5	7.08689e+11
1.59735e+5	7.02999e+11
1.59869e+5	6.97354e+11
1.60002e+5	6.91755e+11
1.60135e+5	6.86200e+11
1.60269e+5	6.80690e+11
1.60402e+5	6.75224e+11
1.60535e+5	6.69801e+11
1.60669e+5	6.64422e+11
1.60802e+5	6.59086e+11
1.60935e+5	6.53792e+11
1.61069e+5	6.48541e+11
1.61202e+5	6.43332e+11
1.61335e+5	6.38164e+11
1.61469e+5	6.33038e+11
1.61602e+5	6.27953e+11
1.61735e+5	6.22908e+11
1.61869e+5	6.17904e+11
1.62002e+5	6.12939e+11
1.62135e+5	6.08015e+11
1.62269e+5	6.03130e+11
1.62402e+5	5.98284e+11
1.62535e+5	5.93476e+11
1.62669e+5	5.88707e+11
1.62802e+5	5.83977e+11
1.62935e+5	5.79284e+11
1.63069e+5	5.74628e+11
1.63202e+5	5.70010e+11
1.63335e+5	5.65429e+11
1.63468e+5	5.60884e+11
1.63602e+5	5.56376e+11
1.63735e+5	5.51904e+11
1.63868e+5	5.47468e+11
1.64002e+5	5.43067e+11
1.64135e+5	5.38701e+11
1.64268e+5	5.34371e+11
1.64402e+5	5.30075e+11
1.64535e+5	5.25813e+11
1.64668e+5	5.21586e+11
1.64802e+5	5.17392e+11
1.64935e+5	5.13232e+11
1.65068e+5	5.09105e+11
1.65202e+5	5.05011e+11
1.65335e+5	5.00950e+11
1.65468e+5	4.96922e+11
1.65602e+5	4.92926e+11
1.65735e+5	4.88961e+11
1.65868e+5	4.85029e+11
1.66002e+5	4.81128e+11
1.66135e+5	4.77258e+11
1.66268e+5	4.73419e+11
1.66402e+5	4.69611e+11
1.66535e+5	4.65834e+11
1.66668e+5	4.62087e+11
1.66802e+5	4.58369e+11
1.66935e+5	4.54682e+11
1.67068e+5	4.51024e+11
1.67202e+5	4.47395e+11
1.67335e+5	4.43796e+11
1.67468e+5	4.40225e+11
1.67602e+5	4.36683e+11
1.67735e+5	4.33169e+11
1.67868e+5	4.29684e+11
1.68002e+5	4.26226e+11
1.68135e+5	4.22796e+11
1.68268e+5	4.19394e+11
1.68402e+5	4.16018e+11
1.68535e+5	4.12670e+11
1.68668e+5	4.09349e+11
1.68802e+5	4.06054e+11
1.68935e+5	4.02786e+11
1.69068e+5	3.99544e+11
1.69202e+5	3.96328e+11
1.69335e+5	3.93138e+11
1.69468e+5	3.89973e+11
1.69602e+5	3.86834e+11
1.69735e+5	3.83719e+11
1.69868e+5	3.80630e+11
1.70001e+5	3.77566e+11
1.70135e+5	3.74526e+11
1.70268e+5	3.71510e+11
1.70401e+5	3.68519e+11
1.70535e+5	3.65552e+11
1.70668e+5	3.62608e+11
1.70801e+5	3.59688e+11
1.70935e+5	3.56792e+11
1.71068e+5	3.53918e+11
1.71201e+5	3.51068e+11
1.71335e+5	3.48241e+11
1.71468e+5	3.45436e+11
1.71601e+5	3.42654e+11
1.71735e+5	3.39894e+11
1.71868e+5	3.37156e+11
1.72001e+5	3.34440e+11
1.72135e+5	3.31747e+11
1.72268e+5	3.29074e+11
1.72401e+5	3.26423e+11
1.72535e+5	3.23794e+11
1.72668e+5	3.21185e+11
1.72801e+5	3.18597e+11
1.72935e+5	3.16031e+11
1.73068e+5	3.13484e+11
1.73201e+5	3.10959e+11
1.73335e+5	3.08453e+11
1.73468e+5	3.05968e+11
1.73601e+5	3.03502e+11
1.73735e+5	3.01056e+11
1.73868e+5	2.98630e+11
1.74001e+5	2.96224e+11
1.74135e+5	2.93837e+11
1.74268e+5	2.91468e+11
1.74401e+5	2.89119e+11
1.74535e+5	2.86789e+11
1.74668e+5	2.84478e+11
1.74801e+5	2.82185e+11
1.74935e+5	2.79910e+11
1.75068e+5	2.77654e+11
1.75201e+5	2.75416e+11
1.75335e+5	2.73196e+11
1.75468e+5	2.70993e+11
1.75601e+5	2.68809e+11
1.75735e+5	2.66641e+11
1.75868e+5	2.64492e+11
1.76001e+5	2.62359e+11
1.76135e+5	2.60244e+11
1.76268e+5	2.58146e+11
1.76401e+5	2.56064e+11
1.76535e+5	2.53999e+11
1.76668e+5	2.51951e+11
1.76801e+5	2.49920e+11
1.76934e+5	2.47904e+11
1.77068e+5	2.45905e+11
1.77201e+5	2.43922e+11
1.77334e+5	2.41955e+11
1.77468e+5	2.40003e+11
1.77601e+5	2.38068e+11
1.77734e+5	2.36147e+11
1.77868e+5	2.34243e+11
1.78001e+5	2.32353e+11
1.78134e+5	2.30479e+11
1.78268e+5	2.28620e+11
1.78401e+5	2.26776e+11
1.78534e+5	2.24946e+11
1.78668e+5	2.23132e+11
1.78801e+5	2.21332e+11
1.78934e+5	2.19546e+11
1.79068e+5	2.17775e+11
1.79201e+5	2.16018e+11
1.79334e+5	2.14275e+11
1.79468e+5	2.12546e+11
1.79601e+5	2.10831e+11
1.79734e+5	2.09130e+11
1.79868e+5	2.07442e+11
1.80001e+5	2.05768e+11
1.80134e+5	2.04108e+11
1.80268e+5	2.02461e+11
1.80401e+5	2.00827e+11
1.80534e+5	1.99206e+11
1.80668e+5	1.97598e+11
1.80801e+5	1.96004e+11
1.80934e+5	1.94422e+11
1.81068e+5	1.92852e+11
1.81201e+5	1.91296e+11
1.81334e+5	1.89752e+11
1.81468e+5	1.88220e+11
1.81601e+5	1.86701e+11
1.81734e+5	1.85194e+11
1.81868e+5	1.83699e+11
1.82001e+5	1.82216e+11
1.82134e+5	1.80744e+11
1.82268e+5	1.79285e+11
1.82401e+5	1.77838e+11
1.82534e+5	1.76402e+11
1.82668e+5	1.74978e+11
1.82801e+5	1.73565e+11
1.82934e+5	1.72164e+11
1.83068e+5	1.70773e+11
1.83201e+5	1.69394e+11
1.83334e+5	1.68027e+11
1.83467e+5	1.66670e+11
1.83601e+5	1.65324e+11
1.83734e+5	1.63989e+11
1.83867e+5	1.62664e+11
1.84001e+5	1.61351e+11
1.84134e+5	1.60047e+11
1.84267e+5	1.58755e+11
1.84401e+5	1.57473e+11
1.84534e+5	1.56201e+11
1.84667e+5	1.54939e+11
1.84801e+5	1.53688e+11
1.84934e+5	1.52446e+11
1.85067e+5	1.51215e+11
1.85201e+5	1.49993e+11
1.85334e+5	1.48781e+11
1.85467e+5	1.47580e+11
1.85601e+5	1.46387e+11
1.85734e+5	1.45205e+11
1.85867e+5	1.44031e+11
1.86001e+5	1.42868e+11
1.86134e+5	1.41714e+11
1.86267e+5	1.40568e+11
1.86401e+5	1.39433e+11
1.86534e+5	1.38306e+11
1.86667e+5	1.37189e+11
1.86801e+5	1.36080e+11
1.86934e+5	1.34980e+11
1.87067e+5	1.33890e+11
1.87201e+5	1.32808e+11
1.87334e+5	1.31734e+11
1.87467e+5	1.30670e+11
1.87601e+5	1.29614e+11
1.87734e+5	1.28566e+11
1.87867e+5	1.27527e+11
1.88001e+5	1.26496e+11
1.88134e+5	1.25474e+11
1.88267e+5	1.24460e+11
1.88401e+5	1.23454e+11
1.88534e+5	1.22456e+11
1.88667e+5	1.21466e+11
1.88801e+5	1.20484e+11
1.88934e+5	1.19510e+11
1.89067e+5	1.18544e+11
1.89201e+5	1.17586e+11
1.89334e+5	1.16635e+11
1.89467e+5	1.15692e+11
1.89601e+5	1.14757e+11
1.89734e+5	1.13829e+11
1.89867e+5	1.12908e+11
1.90000e+5	1.11996e+11
1.90134e+5	1.11090e+11
1.90267e+5	1.10192e+11
1.90400e+5	1.09301e+11
1.90534e+5	1.08417e+11
1.90667e+5	1.07540e+11
1.90800e+5	1.06671e+11
1.90934e+5	1.05808e+11
1.91067e+5	1.04952e+11
1.91200e+5	1.04104e+11
1.91334e+5	1.03262e+11
1.91467e+5	1.02426e+11
1.91600e+5	1.01598e+11
1.91734e+5	1.00776e+11
1.91867e+5	9.99612e+10
1.92000e+5	9.91527e+10
1.92134e+5	9.83507e+10
1.92267e+5	9.75552e+10
1.92400e+5	9.67660e+10
1.92534e+5	9.59833e+10
1.92667e+5	9.52068e+10
1.92800e+5	9.44367e+10
1.92934e+5	9.36727e+10
1.93067e+5	9.29149e+10
1.93200e+5	9.21632e+10
1.93334e+5	9.14176e+10
1.93467e+5	9.06780e+10
1.93600e+5	8.99443e+10
1.93734e+5	8.92166e+10
1.93867e+5	8.84947e+10
1.94000e+5	8.77787e+10
1.94134e+5	8.70685e+10
1.94267e+5	8.63639e+10
1.94400e+5	8.56651e+10
1.94534e+5	8.49719e+10
1.94667e+5	8.42843e+10
1.94800e+5	8.36022e+10
1.94934e+5	8.29257e+10
1.95067e+5	8.22546e+10
1.95200e+5	8.15889e+10
1.95334e+5	8.09286e+10
1.95467e+5	8.02736e+10
1.95600e+5	7.96239e+10
1.95734e+5	7.89795e+10
1.95867e+5	7.83403e+10
1.96000e+5	7.77062e+10
1.96134e+5	7.70772e+10
1.96267e+5	7.64533e+10
1.96400e+5	7.58345e+10
1.96534e+5	7.52206e+10
1.96667e+5	7.46117e+10
1.96800e+5	7.40077e+10
1.96933e+5	7.34086e+10
1.97067e+5	7.28143e+10
1.97200e+5	7.22248e+10
1.97333e+5	7.16401e+10
1.97467e+5	7.10601e+10
1.97600e+5	7.04848e+10
1.97733e+5	6.99141e+10
1.97867e+5	6.93481e+10
1.98000e+5	6.87866e+10
1.98133e+5	6.82296e+10
1.98267e+5	6.76772e+10
1.98400e+5	6.71292e+10
1.98533e+5	6.65856e+10
1.98667e+5	6.60464e+10
1.98800e+5	6.55116e+10
1.98933e+5	6.49811e+10
1.99067e+5	6.44549e+10
1.99200e+5	6.39329e+10
1.99333e+5	6.34151e+10
1.99467e+5	6.29016e+10
1.99600e+5	6.23921e+10
1.99733e+5	6.18868e+10
1.99867e+5	6.13856e+10
2.00000e+5	6.08884e+10
